Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Generalized pustular psoriasis,5/26,1.5746157984086002E-9,2.5286477233267526E-8,0,0,96.15384615384616,1948.9667819177655,IL6;IL1B;TNF;HLA-DRB1;IL17A
Human anaplasmosis due to Anaplasma phagocytophilum,5/26,1.5746157984086002E-9,2.524522686257704E-8,0,0,96.15384615384616,1948.9667819177655,IL10;IL6;IFNG;TNF;IL2
Chlamydia Infections,6/58,1.6209865772765997E-9,2.5946345409567463E-8,0,0,51.724137931034484,1046.90849352142,IL10;IFNG;VDR;TNF;TLR4;HLA-DRB1
Pleural effusion disorder,7/107,1.6577756668726853E-9,2.649206382768252E-8,0,0,32.71028037383177,661.3295497658596,IL10;IL6;IL2RA;IL12A;TNF;IL2;HLA-DRB1
Hypoxia-Ischemia, Brain,4/9,1.7150492788048153E-9,2.7362831675476824E-8,0,0,222.2222222222222,4485.29422727652,IL6;IL1B;HIF1A;TNF
Corneal infection,4/9,1.7150492788048153E-9,2.731848348799631E-8,0,0,222.2222222222222,4485.29422727652,IFNG;IL1B;CD14;IL17A
Gluten sensitivity,4/9,1.7150492788048153E-9,2.727427882215813E-8,0,0,222.2222222222222,4485.29422727652,HLA-DQA1;IL17A;SOD1;TGM2
Infection of ear,4/9,1.7150492788048153E-9,2.7230216982380814E-8,0,0,222.2222222222222,4485.29422727652,IL10;IL6;TLR4;TNF
Acne,6/59,1.8018661537745824E-9,2.8562484773059026E-8,0,0,50.847457627118644,1023.7852351018776,IL10;IL1B;IL12A;TNF;TLR4;IL17A
Anterior uveitis,5/27,1.9296715614303627E-9,3.0539149928724E-8,0,0,92.59259259259258,1857.955187401461,TNF;TLR4;IL2;HLA-DRB1;IL17A
Chronic Lung Injury,5/27,1.9296715614303627E-9,3.0490051616941486E-8,0,0,92.59259259259258,1857.955187401461,IL6;AHR;TNF;TLR4;SOD1
Fatty Liver, Alcoholic,6/60,1.999157252183854E-9,3.153726721422619E-8,0,0,50.0,1001.5270059548735,IL10;IL6;TGFB1;IL1B;TNF;SOD1
Subfertility, Male,6/60,1.999157252183854E-9,3.1486726721895696E-8,0,0,50.0,1001.5270059548735,IL10;IL6;IFNG;MTHFR;AHR;TNF
Scleroderma,8/179,2.1192274113497116E-9,3.332442719799194E-8,0,0,22.3463687150838,446.30646353723705,IL6;TGFB1;IFNG;TNF;TLR4;HLA-DQA1;IL2;HLA-DRB1
Plasmacytoma,7/111,2.1467702663800175E-9,3.370360731307158E-8,0,0,31.531531531531527,629.3473391057979,DPP4;IL10;IL6;STAT1;IL1B;TNF;IL6R
Nephroblastoma,10/370,2.1517223561338784E-9,3.3727475783227687E-8,0,0,13.513513513513514,269.6891516167115,TGFB1;IFNG;IL15;STAT1;VDR;CD14;HIF1A;IL2;HLA-DRB1;INS
Conventional (Clear Cell) Renal Cell Carcinoma,12/631,2.1815889690990658E-9,3.414117259284334E-8,0,0,9.508716323296355,189.634348723409,IL6;TGFB1;STAT1;IL1B;MTHFR;AHR;HMGB1;HIF1A;TNF;IL6R;IL2;TGM2
Cholestasis, Extrahepatic,6/61,2.214017316922493E-9,3.459358058937085E-8,0,0,49.18032786885246,980.08805808864,IL6;TGFB1;IL1B;HMGB1;TNF;TLR4
Hemorrhagic Fever, Ebola,6/61,2.214017316922493E-9,3.453867014399089E-8,0,0,49.18032786885246,980.08805808864,IL10;IL6;IFNG;IRF1;TNF;TLR4
Skin Erosion,7/112,2.2865765559571735E-9,3.561406401259446E-8,0,0,31.25,621.7565653646567,CXCL10;IL6;IL1B;TNF;S100A9;HLA-DRB1;IL17A
Infectious disease of lung,7/112,2.2865765559571735E-9,3.5557712645485925E-8,0,0,31.25,621.7565653646567,DPP4;IL10;IL1B;CD14;TNF;TLR4;IL17A
Osteomyelitis,6/62,2.447662647343658E-9,3.8002572666814335E-8,0,0,48.387096774193544,959.4257559314665,IFNG;STAT1;IL1B;ETS1;TLR4;HLA-DRB1
Pemphigus Vulgaris,6/62,2.447662647343658E-9,3.794263170046289E-8,0,0,48.387096774193544,959.4257559314665,IL10;IL6;TNFRSF9;TNF;HLA-DRB1;INS
Neoplasm Invasiveness,8/183,2.5235147533570637E-9,3.905685511180035E-8,0,0,21.85792349726776,432.73471396237227,IL6;TGFB1;IL1B;AHR;ETS1;HIF1A;TNF;TLR4
Necrotizing Enterocolitis,6/63,2.701370248453145E-9,4.174381572609672E-8,0,0,47.61904761904761,939.5003187258723,IL10;IL1B;CD14;TNF;TLR4;IL17A
Idiopathic Pulmonary Fibrosis,10/379,2.710416108501594E-9,4.181784853116745E-8,0,0,13.192612137203167,260.239626230464,IL10;CXCL10;IL6;TGFB1;IFNG;IL1B;HIF1A;TNF;HLA-DRB1;IL17A
Microvascular Angina,5/29,2.8303198722575432E-9,4.359934749929018E-8,0,0,86.20689655172414,1696.7996640183017,IL10;IL6;IFNG;MTHFR;TNF
Neuropathy, Painful,4/10,2.8543264220570987E-9,4.390034440685002E-8,0,0,200.0,3934.8859901802102,IL10;HMGB1;TNF;IL2
Urban cutaneous leishmaniasis,4/10,2.8543264220570987E-9,4.383175011871432E-8,0,0,200.0,3934.8859901802102,IL10;IFNG;IL1B;TNF
Burn injury,4/10,2.8543264220570987E-9,4.376336985331851E-8,0,0,200.0,3934.8859901802102,IL10;IL6;IL1B;TNF
Chronic idiopathic neutropenia,4/10,2.8543264220570987E-9,4.369520261055633E-8,0,0,200.0,3934.8859901802102,IL10;HMGB1;TLR4;TNF
Infection by Leishmania braziliensis,4/10,2.8543264220570987E-9,4.362724739654303E-8,0,0,200.0,3934.8859901802102,IL6;IFNG;TNF;IL17A
Pelvic Pain,4/10,2.8543264220570987E-9,4.3559503223567026E-8,0,0,200.0,3934.8859901802102,IL6;IFNG;IL1B;IL17A
Rectal Carcinoma,9/276,2.996528122151957E-9,4.565872617753401E-8,0,0,16.304347826086957,319.98605724578033,IL6;TGFB1;IL15;VDR;MTHFR;HIF1A;TNF;RUNX3;TLR4
Infarction, Middle Cerebral Artery,7/119,3.4999814269265584E-9,5.324739545485173E-8,0,0,29.41176470588235,572.6620051487511,IL6;IL1B;HMGB1;HIF1A;TNF;IL6R;SOD1
Premature Birth,7/119,3.4999814269265584E-9,5.3165096543793224E-8,0,0,29.41176470588235,572.6620051487511,IL6;TGFB1;IL1B;MTHFR;TNF;IL6R;TLR4
Congenital arteriovenous malformation,6/66,3.5965868198006815E-9,5.454823343364367E-8,0,0,45.45454545454545,883.7854794014399,IL6;IFNG;IL1B;ETS1;TNF;TLR4
Giant Cell Tumor of Bone,6/66,3.5965868198006815E-9,5.446418376733605E-8,0,0,45.45454545454545,883.7854794014399,IL6;VDR;CD14;HIF1A;RUNX3;HLA-DRB1
Ischemic stroke,10/394,3.931846029568171E-9,5.9449511967070757E-8,0,0,12.690355329949238,245.61112682394972,IL21;IL10;IL6;TGFB1;IL1B;MTHFR;HMGB1;TNF;TLR4;IL17A
Schistosomiasis,6/67,3.944593699946048E-9,5.955064037337906E-8,0,0,44.776119402985074,866.4590990639199,IL21;IL10;IFNG;TNF;HLA-DRB1;SOD1
Meningococcal Infections,6/67,3.944593699946048E-9,5.945930503538308E-8,0,0,44.776119402985074,866.4590990639199,IL10;CXCL10;ZMIZ1;IL1B;TNF;TLR4
Acute colitis,5/31,4.03775535437922E-9,6.077038227081007E-8,0,0,80.64516129032258,1558.6755568331353,IL10;IL6;IL1B;TNF;TLR4
Childhood Ataxia with Central Nervous System Hypomyelinization,5/31,4.03775535437922E-9,6.067746119700149E-8,0,0,80.64516129032258,1558.6755568331353,IL6;MTHFR;HMGB1;TNF;IL17A
Opportunistic Infections,5/31,4.03775535437922E-9,6.058482385166255E-8,0,0,80.64516129032258,1558.6755568331353,IFNG;TNF;TLR4;IL2;HLA-DRB1
Acute Megakaryocytic Leukemias,7/122,4.1670133687745385E-9,6.242897467731122E-8,0,0,28.688524590163933,553.5756718599757,IL6;TGFB1;VDR;IL1B;AHR;IL6R;IL2
Atrial Fibrillation,9/288,4.345510687734022E-9,6.500407768500757E-8,0,0,15.625,300.8456648524907,DPP4;IL10;IL6;TGFB1;IL1B;MTHFR;HIF1A;TNF;IL6R
Hyperplasia,7/123,4.412078797292632E-9,6.589955990849845E-8,0,0,28.455284552845526,547.4489395594816,TGFB1;IL15;VDR;HIF1A;TNF;S100A9;SOD1
Ear Inflammation,4/11,4.4789478444596715E-9,6.679681246638794E-8,0,0,181.8181818181818,3495.2504862272613,IL10;IL6;TLR4;TNF
Eosinophilia-Myalgia Syndrome,4/11,4.4789478444596715E-9,6.66956051747722E-8,0,0,181.8181818181818,3495.2504862272613,TGFB1;IFNG;HLA-DQA1;HLA-DRB1
Hyperoxia,4/11,4.4789478444596715E-9,6.659470410794198E-8,0,0,181.8181818181818,3495.2504862272613,IL1B;AHR;HIF1A;TNF
Bipolar Disorder,13/837,4.64151645625147E-9,6.890758871909281E-8,0,0,7.765830346475507,149.0124976829487,TGFB1;VDR;MTHFR;HIF1A;TNF;INS;SOD1;IL6;IFNG;IL1B;TLR4;HLA-DRB1;TGM2
Hyperthyroidism,7/124,4.669284210307802E-9,6.921527182338624E-8,0,0,28.2258064516129,541.4347595050848,IL10;IL6;VDR;MTHFR;TNF;HLA-DRB1;SOD1
Histiocytosis, Langerhans-Cell,6/69,4.72456136116074E-9,6.992920038778276E-8,0,0,43.47826086956522,833.4996136489907,IFNG;IL1B;CD14;TNF;HLA-DRB1;IL17A
Hepatolenticular Degeneration,6/69,4.72456136116074E-9,6.982404369547031E-8,0,0,43.47826086956522,833.4996136489907,IL10;IL6;IL1B;MTHFR;TNF;IL2
Gastro-esophageal reflux disease with esophagitis,5/32,4.778521753266519E-9,7.051548316982485E-8,0,0,78.125,1496.8073902274646,IL10;IL6;VDR;IL1B;IL2
Autistic Disorder,12/677,4.809688745705486E-9,7.086899699069492E-8,0,0,8.862629246676514,169.74268949561346,DPP4;IL10;IL6;IFNG;IL15;MTHFR;PRL;TNF;IL2;HLA-DRB1;SOD1;IL17A
Burkitt Lymphoma,10/407,5.362652292761433E-9,7.889842325338229E-8,0,0,12.285012285012284,233.9534048343118,IL21;IL10;IL6;TGFB1;IFNG;PRL;ETS1;HIF1A;TNF;IL2
Renal fibrosis,8/202,5.493201260579985E-9,8.06983288325562E-8,0,0,19.801980198019802,376.6288048275716,IL6;TGFB1;IFNG;STAT1;VDR;HIF1A;TNF;TLR4
Stickler syndrome, type 1,5/33,5.623630419665286E-9,8.249110412607527E-8,0,0,75.75757575757576,1439.112757534138,IL10;IL6;TGFB1;IFNG;TNF
CREST Syndrome,5/33,5.623630419665286E-9,8.236816656403939E-8,0,0,75.75757575757576,1439.112757534138,IL10;IL6;HMGB1;IL2;HLA-DRB1
Pemphigus,5/33,5.623630419665286E-9,8.224559488760481E-8,0,0,75.75757575757576,1439.112757534138,IL6;TNF;HLA-DQA1;IL2;HLA-DRB1
Cleft palate, isolated,7/129,6.155094337205614E-9,8.988449798819729E-8,0,0,27.131782945736433,512.9531017578967,IL10;TGFB1;IL1B;MTHFR;AHR;HMGB1;ETS1
Hereditary Diffuse Gastric Cancer,9/300,6.201176715537924E-9,9.042309311618208E-8,0,0,15.0,283.47790155112574,IL6;TNFRSF9;IL1B;IRF1;MTHFR;AHR;TNF;IL6R;RUNX3
Senile Plaques,9/301,6.383310441784085E-9,9.294100003237627E-8,0,0,14.950166112956811,282.1033404738207,IL10;IL6;TGFB1;IFNG;IL1B;TNF;S100A9;TLR4;SOD1
Cutaneous Melanoma,9/301,6.383310441784085E-9,9.280351334593785E-8,0,0,14.950166112956811,282.1033404738207,IL10;IFNG;VDR;TNFRSF9;IL2RA;HIF1A;TNF;RUNX3;HLA-DRB1
Infective endocarditis,5/34,6.583622702046412E-9,9.557436324329711E-8,0,0,73.52941176470588,1385.1971088597163,IL10;IL6;IL1B;TNF;TLR4
Leishmaniasis, New World,4/12,6.708795490402478E-9,9.724784967503769E-8,0,0,166.66666666666666,3136.6410686172753,IL10;IFNG;IL1B;TNF
Coprophilia (disorder),4/12,6.708795490402478E-9,9.710462751056783E-8,0,0,166.66666666666666,3136.6410686172753,IL6;IFNG;IL1B;TNF
Ocular Toxoplasmosis,4/12,6.708795490402478E-9,9.696182658775817E-8,0,0,166.66666666666666,3136.6410686172753,IL10;IL6;IFNG;IL17A
Pancreatic Ductal Adenocarcinoma,12/701,7.100597222654697E-9,1.024738171868581E-7,0,0,8.559201141226819,160.59703515466325,CXCL10;IL6;TGFB1;IFNG;HMGB1;ETS1;HIF1A;TNF;RUNX3;TLR4;IL2;TGM2
Keratitis,6/74,7.247984095856642E-9,1.04447489287506E-7,0,0,40.54054054054054,759.8328025333137,IL10;IL6;IL1B;TNF;TLR4;IL17A
Alcoholic Intoxication, Chronic,10/424,7.921960257903775E-9,1.1399271656614684E-7,0,0,11.79245283018868,219.97201833058813,IL10;IL6;IL1B;THEMIS;MTHFR;HMGB1;PRL;TNF;TLR4;IL17A
Oestrogen deficiency,5/36,8.893790093724028E-9,1.277897208203505E-7,0,0,69.44444444444444,1287.3550379181909,IL6;IFNG;IL1B;HIF1A;TNF
Melanoma, B16,7/136,8.896908470089901E-9,1.276479072175818E-7,0,0,25.735294117647058,477.06960986855967,IL10;IL6;TGFB1;IFNG;IL1B;TNF;IL2
Superficial ulcer,6/77,9.235853683619371E-9,1.3231774052858772E-7,0,0,38.96103896103896,720.7859527614455,IL6;IL1B;IL2RA;TNF;HLA-DRB1;IL17A
Dyslipidemias,8/216,9.288446296018057E-9,1.3287751120417097E-7,0,0,18.518518518518515,342.4906396830559,DPP4;IL10;IL6;MTHFR;IL12A;AHR;TNF;TLR4
Congenital emphysema,4/13,9.676590027007359E-9,1.3822896335091324E-7,0,0,153.84615384615384,2839.008656562586,IL6;HMGB1;TNF;IL17A
Pleural Effusion, Malignant,6/78,9.990924628525738E-9,1.42512056965386E-7,0,0,38.46153846153846,708.5226420446521,IL6;IFNG;IL2RA;TNF;IL2;IL17A
Sudden infant death syndrome,6/78,9.990924628525738E-9,1.4230551775239268E-7,0,0,38.46153846153846,708.5226420446521,IL10;IL6;IL1B;CD14;FUT2;TNF
Acute monocytic leukemia,6/78,9.990924628525738E-9,1.4209957633741092E-7,0,0,38.46153846153846,708.5226420446521,VDR;IL1B;HMGB1;ETS1;TNF;IL2
Peripheral Vascular Diseases,6/78,9.990924628525738E-9,1.4189423012883085E-7,0,0,38.46153846153846,708.5226420446521,IL6;MTHFR;CD14;HIF1A;TNF;TLR4
Pulmonary Edema,6/78,9.990924628525738E-9,1.416894765500014E-7,0,0,38.46153846153846,708.5226420446521,IL6;IFNG;IL2RA;HIF1A;TNF;IL2
Salivary Gland Pleomorphic Adenoma,5/37,1.0268469752540387E-8,1.454157359192607E-7,0,0,67.56756756756756,1242.8505287708015,IFNG;IL2RA;HIF1A;TNF;IL2
Abscess,5/37,1.0268469752540387E-8,1.4520650464455672E-7,0,0,67.56756756756756,1242.8505287708015,IL10;IL6;HIF1A;TNF;IL17A
Bacterial Endocarditis,5/37,1.0268469752540387E-8,1.4499787460914788E-7,0,0,67.56756756756756,1242.8505287708015,IL10;IL6;IL1B;TNF;TLR4
Polyendocrinopathies, Autoimmune,6/79,1.079633688652028E-8,1.522329970168168E-7,0,0,37.9746835443038,696.6098330705269,IL2RA;MTHFR;TNF;TLR4;HLA-DRB1;IL17A
Chronic granulomatous disease,6/79,1.079633688652028E-8,1.5201489816722252E-7,0,0,37.9746835443038,696.6098330705269,IL10;IFNG;IL1B;CD14;S100A9;IL17A
Eczema, Infantile,5/38,1.1807078544011105E-8,1.6600853781193296E-7,0,0,65.78947368421052,1200.9583295209031,IL10;CXCL10;IL6;IFNG;IL1B
Anti-Basement Membrane Glomerulonephritis,5/38,1.1807078544011105E-8,1.6577138275791591E-7,0,0,65.78947368421052,1200.9583295209031,IL10;CD80;IL1B;TNF;IL17A
Arteriovenous hemangioma,5/38,1.1807078544011105E-8,1.6553490432316854E-7,0,0,65.78947368421052,1200.9583295209031,IL6;IFNG;IL1B;ETS1;TNF
End Stage Liver Disease,5/38,1.1807078544011105E-8,1.6529909961615547E-7,0,0,65.78947368421052,1200.9583295209031,IL1B;MTHFR;TNF;TLR4;HLA-DRB1
Childhood Acute Lymphoblastic Leukemia,10/443,1.201688727561028E-8,1.679971097364123E-7,0,0,11.286681715575622,205.83468288342522,IL10;IL6;IFNG;IL15;VDR;MTHFR;HIF1A;TNF;S100A9;HLA-DRB1
Encephalitis,7/144,1.3237831647977893E-8,1.8480313840387319E-7,0,0,24.305555555555557,440.9073246827355,IL10;CXCL10;IL6;IFNG;STAT1;IL1B;TNF
heavy drinking,5/39,1.352368892171296E-8,1.8852597832992196E-7,0,0,64.1025641025641,1161.463009891606,IL10;IL6;MTHFR;CD14;TLR4
Thrombocytopenic purpura,4/14,1.3527795988900864E-8,1.8831611753387775E-7,0,0,142.85714285714283,2588.3599008741026,IL6;TGFB1;IFNG;IL17A
Coronary Occlusion,4/14,1.3527795988900864E-8,1.8804975810313679E-7,0,0,142.85714285714283,2588.3599008741026,IL6;IFNG;CD14;TNF
Mucocutaneous leishmaniasis,4/14,1.3527795988900864E-8,1.8778415110016625E-7,0,0,142.85714285714283,2588.3599008741026,CXCL10;IFNG;TNF;HLA-DRB1
Ki-1+ Anaplastic Large Cell Lymphoma,8/228,1.416980870585371E-8,1.964187305516647E-7,0,0,17.543859649122805,317.0553032153456,DPP4;IL10;IL6;IFNG;ETS1;TNF;IL2;IL17A
Secondary malignant neoplasm of bone,9/330,1.4173304688470916E-8,1.9619047672998895E-7,0,0,13.636363636363635,246.43507627066398,IL6;TGFB1;IFNG;VDR;ETS1;HIF1A;TNF;CCR4;TLR4
Glaucoma, Primary Open Angle,7/147,1.527374972308302E-8,2.1112575566590707E-7,0,0,23.809523809523807,428.50309967685877,TGFB1;IL1B;MTHFR;TNF;TLR4;HLA-DRB1;TGM2
Dermatomyositis, Childhood Type,5/40,1.543313354382775E-8,2.1302926470328526E-7,0,0,62.5,1124.1718193706538,IL1B;TNF;TLR4;HLA-DQA1;HLA-DRB1
Cicatrix, Hypertrophic,6/85,1.683919430705104E-8,2.321116432674581E-7,0,0,35.29411764705882,631.7490590568046,IL10;IL6;TGFB1;IFNG;IL15;TNF
Rheumatic Heart Disease,5/41,1.7551022857229794E-8,2.415846675642219E-7,0,0,60.97560975609756,1088.9118052603449,IL10;IL6;TGFB1;TNF;HLA-DRB1
Nephrotic Syndrome, Minimal Change,5/41,1.7551022857229794E-8,2.412467869102859E-7,0,0,60.97560975609756,1088.9118052603449,IL6;IL1B;TNF;HLA-DRB1;IL17A
Plaque, Amyloid,8/235,1.7934920857678466E-8,2.461793326665698E-7,0,0,17.02127659574468,303.6002747013175,IL6;TGFB1;IFNG;IL1B;TNF;S100A9;TLR4;INS
Chronic gastritis,6/86,1.807574331073348E-8,2.4776625558980283E-7,0,0,34.883720930232556,621.9312190484338,IL10;IL6;IL1B;TNF;RUNX3;TLR4
Herpes NOS,6/86,1.807574331073348E-8,2.474211772393992E-7,0,0,34.883720930232556,621.9312190484338,IL6;STAT1;IL2RA;TNFRSF14;TNF;IL2
Bacterial sepsis,4/15,1.8420527330974853E-8,2.5178990627096085E-7,0,0,133.33333333333334,2374.6400237805997,CD14;HIF1A;TNF;TLR4
Left ventricular systolic dysfunction,4/15,1.8420527330974853E-8,2.5144019806780674E-7,0,0,133.33333333333334,2374.6400237805997,IL6;IL1B;TNF;INS
Liver and Intrahepatic Biliary Tract Carcinoma,11/607,1.909859595309076E-8,2.603342593994119E-7,0,0,9.060955518945633,161.04626125531917,IL6;TGFB1;IFNG;IRF1;MTHFR;AHR;HIF1A;TNF;TLR4;IL2;HLA-DRB1
Familial lichen amyloidosis,7/153,2.0150911163757774E-8,2.742979985005698E-7,0,0,22.87581699346405,405.3598506984219,IL21;IL10;IL6;IL15;VDR;TNF;IL2
Primary Effusion Lymphoma,7/153,2.0150911163757774E-8,2.739186098442758E-7,0,0,22.87581699346405,405.3598506984219,IL10;IL6;VDR;IL1B;HIF1A;TNF;IL6R
Hypercholesterolemia, Familial,7/154,2.1079912028903966E-8,2.861510710221936E-7,0,0,22.727272727272727,401.7033019655422,IL10;IL6;IL1B;MTHFR;CD14;TNF;TLR4
Macular dystrophy, corneal type 1,5/43,2.2478570458962434E-8,3.047164006492177E-7,0,0,58.13953488372093,1023.8781049782629,IL6;CD80;IL2RA;TNF;TLR4
Autoimmune hemolytic anemia,5/43,2.2478570458962434E-8,3.0429668108909476E-7,0,0,58.13953488372093,1023.8781049782629,IL10;IL6;STAT1;IL2RA;SOD1
Bacteremia,6/90,2.3797962068685025E-8,3.2171440331641876E-7,0,0,33.333333333333336,585.1221962433797,IL10;IL6;TGFB1;FUT2;TLR4;IL2
Severe periodontitis,4/16,2.4525453404201212E-8,3.3109362095671634E-7,0,0,125.0,2190.444293029584,IL6;IL1B;CD14;TNF
Tonsillitis,4/16,2.4525453404201212E-8,3.306394458936756E-7,0,0,125.0,2190.444293029584,IL6;IFNG;MTHFR;HIF1A
infertility tubal factor,4/16,2.4525453404201212E-8,3.3018651514587605E-7,0,0,125.0,2190.444293029584,IL10;IL6;IL12A;TLR4
Thyroiditis,5/44,2.5323494219368454E-8,3.404641603118375E-7,0,0,56.81818181818181,993.8371162981339,CXCL10;STAT1;CD80;IL2RA;HLA-DRB1
Neuromyelitis Optica,5/44,2.5323494219368454E-8,3.399990453387339E-7,0,0,56.81818181818181,993.8371162981339,IL10;IL6;HMGB1;HLA-DQA1;HLA-DRB1
Oral Submucous Fibrosis,5/44,2.5323494219368454E-8,3.3953519943786244E-7,0,0,56.81818181818181,993.8371162981339,TGFB1;IFNG;HIF1A;TNF;TGM2
Leukopenia,8/246,2.5595235949634046E-8,3.4271114293324713E-7,0,0,16.260162601626018,284.24161948774423,IL10;IL6;STAT1;MTHFR;TNF;TLR4;IL2;HLA-DRB1
Sporadic Breast Carcinoma,7/159,2.6288907444004233E-8,3.515202481083995E-7,0,0,22.0125786163522,384.2101613159087,VDR;IRF1;MTHFR;TNFRSF14;HIF1A;TNF;IL17A
Retinal Diseases,9/355,2.660593353794796E-8,3.5527597121053336E-7,0,0,12.67605633802817,221.0974425722249,IL6;IL1B;MTHFR;HIF1A;TNF;IL2;HLA-DRB1;INS;SOD1
Infectious Otitis Media,5/45,2.8447427527584616E-8,3.793504989702871E-7,0,0,55.55555555555555,965.2893389602953,IL6;IL1B;CD14;TNF;TLR4
Systemic candidiasis,5/46,3.187012713324009E-8,4.2441681499388016E-7,0,0,54.347826086956516,938.1302564894331,IL10;IL6;IL1B;TNF;IL17A
Sleep Apnea, Central,5/46,3.187012713324009E-8,4.23842502659653E-7,0,0,54.347826086956516,938.1302564894331,IL10;IFNG;IL2;HLA-DRB1;IL17A
Cutaneous Mastocytosis,5/46,3.187012713324009E-8,4.2326974252092375E-7,0,0,54.347826086956516,938.1302564894331,IL6;IL2RA;TNF;IL2;SOD1
Malonic aciduria,5/46,3.187012713324009E-8,4.226985282935001E-7,0,0,54.347826086956516,938.1302564894331,IL6;CD80;IL2RA;TNF;TLR4
Nodular Sclerosis Classical Hodgkin Lymphoma,5/46,3.187012713324009E-8,4.221288537270668E-7,0,0,54.347826086956516,938.1302564894331,DPP4;CXCL10;TGFB1;IFNG;HLA-DRB1
Colitis, Lymphocytic,4/17,3.2025705319511575E-8,4.2361861625862683E-7,0,0,117.6470588235294,2030.2031723973732,IL21;IFNG;IL15;IL1B
Cervical Intraepithelial Neoplasia Grade 2/3,4/17,3.2025705319511575E-8,4.230492363980642E-7,0,0,117.6470588235294,2030.2031723973732,IL6;IFNG;IL1B;MTHFR
Lobomycosis,4/17,3.2025705319511575E-8,4.2248138507403995E-7,0,0,117.6470588235294,2030.2031723973732,IL10;TGFB1;IFNG;IL17A
Lofgrens syndrome,4/17,3.2025705319511575E-8,4.219150561396243E-7,0,0,117.6470588235294,2030.2031723973732,TNF;IL2;HLA-DRB1;IL17A
Multiple Organ Failure,4/17,3.2025705319511575E-8,4.213502434808029E-7,0,0,117.6470588235294,2030.2031723973732,IL10;HMGB1;CD14;TNF
Nasal allergies,4/17,3.2025705319511575E-8,4.2078694101625633E-7,0,0,117.6470588235294,2030.2031723973732,IL10;IFNG;CD14;TNF
Rheumatism,6/95,3.297809056992461E-8,4.327218613100388E-7,0,0,31.57894736842105,544.0238658346522,IL6;IL1B;PRL;TNF;IL2;HLA-DRB1
Membranous glomerulonephritis,6/95,3.297809056992461E-8,4.3214489882829206E-7,0,0,31.57894736842105,544.0238658346522,CXCL10;IFNG;IL1B;TNF;HLA-DQA1;HLA-DRB1
Cardiac fibrosis,6/96,3.5125334592831014E-8,4.5966949184865935E-7,0,0,31.25,536.3857244863538,IL10;IL6;TGFB1;HIF1A;TNF;IL17A
Breast adenocarcinoma,7/168,3.842815616271678E-8,5.022232962329527E-7,0,0,20.833333333333332,355.718237763186,TGFB1;VDR;MTHFR;PRL;HIF1A;TNF;IL2
Alcoholic Steatohepatitis,5/48,3.969526606123971E-8,5.180943889108418E-7,0,0,52.083333333333336,887.6059322475618,CXCL10;IL6;TNF;TGM2;SOD1
Henoch-Schoenlein Purpura,6/98,3.9766878037905964E-8,5.18340686149257E-7,0,0,30.612244897959183,521.6397392215699,IL21;IL10;CXCL10;TLR4;HLA-DRB1;IL17A
Cryptosporidiosis,4/18,4.1116782749314184E-8,5.352261468347812E-7,0,0,111.1111111111111,1889.6499399325214,IL10;IFNG;IL1B;TNF
Pleural Diseases,4/18,4.1116782749314184E-8,5.345181757410844E-7,0,0,111.1111111111111,1889.6499399325214,IL6;TGFB1;IFNG;TNF
Dental caries,7/170,4.168919525016945E-8,5.412436075543796E-7,0,0,20.588235294117645,349.8563733499504,IL10;CXCL10;IL6;TGFB1;VDR;TNF;HLA-DRB1
Aortic Aneurysm, Thoracic,6/99,4.2270748782127414E-8,5.480698140247339E-7,0,0,30.303030303030305,514.5203184320047,IL10;TGFB1;IFNG;IL1B;HIF1A;TLR4
Malignant neoplasm of gastrointestinal tract,8/263,4.295428690988483E-8,5.561985925564534E-7,0,0,15.209125475285171,257.9943632221785,IL10;IL6;IRF1;AHR;CD14;HIF1A;TNF;RUNX3
Dryness of eye,5/49,4.414168159431455E-8,5.708216404064781E-7,0,0,51.02040816326531,864.074558163678,IFNG;VDR;IL1B;TNF;TGM2
Rhinitis,6/100,4.490330125051338E-8,5.799075488699677E-7,0,0,30.0,507.56263561172034,IL1B;IL2RA;CD14;HIF1A;TNF;IL17A
Neuralgia,6/100,4.490330125051338E-8,5.79146515341267E-7,0,0,30.0,507.56263561172034,IL10;HMGB1;TNF;TLR4;IL2;SOD1
Candidiasis,5/50,4.8974847988834866E-8,6.308319869387536E-7,0,0,50.0,841.5979488486449,STAT1;IL1B;FUT2;TNF;IL17A
Microscopic Polyarteritis,5/50,4.8974847988834866E-8,6.30006290620771E-7,0,0,50.0,841.5979488486449,IL10;IL1B;TNF;IL2;HLA-DRB1
Hypothyroidism,8/268,4.9682815072679364E-8,6.382780477572455E-7,0,0,14.925373134328357,251.0090557734729,IL10;STAT1;MTHFR;PRL;TNF;HLA-DRB1;SOD1;IL17A
Intervertebral Disc Degeneration,6/102,5.0575164617330033E-8,6.488938875445426E-7,0,0,29.41176470588235,494.1119176171417,IL21;IL6;TGFB1;VDR;IL1B;TNF
Malignant neoplasm of large intestine,10/516,5.065347684677967E-8,6.490513304434818E-7,0,0,9.689922480620154,162.77381748111713,IL21;IL10;IL6;TGFB1;STAT1;VDR;MTHFR;HIF1A;RUNX3;TGM2
